,chl_a
0.0,2.3549900507956716
0.1,2.2447291919997046
0.2,2.145741218071954
0.30000000000000004,2.05712887455513
0.4,1.9780313459232293
0.5,1.90762782975809
0.6000000000000001,1.8451402004604505
0.7000000000000001,1.7898348390343402
0.8,1.7410237094419654
0.9,1.6980647639813684
1.0,1.660361760306859
1.1,1.6273635713222359
1.2000000000000002,1.5985630664645696
1.3,1.5734956390966088
1.4000000000000001,1.551737450066732
1.5,1.5329034521932274
1.6,1.5166452546856108
1.7000000000000002,1.5026488805122358
1.8,1.4906324636228672
1.9000000000000001,1.480343926877878
2.0,1.4715586756410515
2.1,1.4640773363577946
2.2,1.457723564141245
2.3000000000000003,1.4523419384820753
2.4000000000000004,1.4477959617227265
2.5,1.443966170916141
2.6,1.4407483701316548
2.7,1.4380519871733248
2.8000000000000003,1.4357985560254773
2.9000000000000004,1.4339203241155487
3.0,1.4323589816581745
3.1,1.4310645088853695
3.2,1.4299941358411494
3.3000000000000003,1.4291114085891805
3.4000000000000004,1.4283853551127919
3.5,1.4277897438423957
3.6,1.427302427591819
3.7,1.4269047656901037
3.8000000000000003,1.4265811172291978
3.9000000000000004,1.426318398583572
4.0,1.4261056986709713
4.1000000000000005,1.425933945792921
4.2,1.425795620300875
4.3,1.425684507763333
4.4,1.4255954877478245
4.5,1.4255243537687412
4.6000000000000005,1.4254676603790972
4.7,1.4254225937949392
4.800000000000001,1.4253868628304973
4.9,1.4253586072869173
5.0,1.4253363212755013
5.1000000000000005,1.4253187892666968
5.2,1.4253050329384631
5.300000000000001,1.4252942671525073
5.4,1.4252858636152022
5.5,1.4252793209831192
5.6000000000000005,1.4252742403525944
5.7,1.4252703052303752
5.800000000000001,1.4252672652200038
5.9,1.4252649227780287
6.0,1.42526312249725
6.1000000000000005,1.4252617424627467
6.2,1.4252606873020777
6.300000000000001,1.4252598826153655
6.4,1.4252592705253881
6.5,1.4252588061336202
6.6000000000000005,1.425258454706601
6.7,1.4252581894490546
6.800000000000001,1.4252579897468463
6.9,1.4252578397849067
7.0,1.425257727463426
7.1000000000000005,1.425257643550532
7.2,1.4252575810218624
7.300000000000001,1.4252575345473573
7.4,1.4252575000936516
7.5,1.4252574746169528
7.6000000000000005,1.4252574558265168
7.7,1.4252574420030326
7.800000000000001,1.425257431859586
7.9,1.4252574244355274
8.0,1.4252574190157001
8.1,1.4252574150691455
8.200000000000001,1.4252574122027255
8.3,1.4252574101261346
8.4,1.42525740862558
8.5,1.4252574075440394
8.6,1.4252574067664965
8.700000000000001,1.4252574062089298
8.8,1.425257405810125
8.9,1.425257405525603
9.0,1.4252574053231322
9.1,1.4252574051794173
9.200000000000001,1.4252574050776674
9.3,1.4252574050058122
9.4,1.4252574049551976
9.5,1.4252574049196356
9.600000000000001,1.425257404894713
9.700000000000001,1.4252574048772912
9.8,1.4252574048651439
9.9,1.4252574048566955
10.0,1.4252574048508349
10.100000000000001,1.4252574048467794
10.200000000000001,1.4252574048439803
10.3,1.4252574048420534
10.4,1.42525740484073
10.5,1.4252574048398239
10.600000000000001,1.4252574048392046
10.700000000000001,1.4252574048387825
10.8,1.4252574048384956
10.9,1.4252574048383013
11.0,1.4252574048381697
11.100000000000001,1.425257404838081
11.200000000000001,1.4252574048380213
11.3,1.4252574048379811
11.4,1.4252574048379543
11.5,1.4252574048379365
11.600000000000001,1.4252574048379245
11.700000000000001,1.4252574048379165
11.8,1.4252574048379114
11.9,1.4252574048379079
12.0,1.4252574048379056
12.100000000000001,1.425257404837904
12.200000000000001,1.425257404837903
12.3,1.4252574048379023
12.4,1.425257404837902
12.5,1.4252574048379016
12.600000000000001,1.4252574048379014
12.700000000000001,1.4252574048379014
12.8,1.4252574048379014
12.9,1.4252574048379012
13.0,1.4252574048379012
13.100000000000001,1.4252574048379012
13.200000000000001,1.4252574048379012
13.3,1.4252574048379012
13.4,1.4252574048379012
13.5,1.4252574048379012
13.600000000000001,1.4252574048379012
13.700000000000001,1.4252574048379012
13.8,1.4252574048379012
13.9,1.4252574048379012
14.0,1.4252574048379012
14.100000000000001,1.4252574048379012
14.200000000000001,1.4252574048379012
14.3,1.4252574048379012
14.4,1.4252574048379012
14.5,1.4252574048379012
14.600000000000001,1.4252574048379012
14.700000000000001,1.4252574048379012
14.8,1.4252574048379012
14.9,1.4252574048379012
15.0,1.4252574048379012
15.100000000000001,1.4252574048379012
15.200000000000001,1.4252574048379012
15.3,1.4252574048379012
15.4,1.4252574048379012
15.5,1.4252574048379012
15.600000000000001,1.4252574048379012
15.700000000000001,1.4252574048379012
15.8,1.4252574048379012
15.9,1.4252574048379012
16.0,1.4252574048379012
16.1,1.4252574048379012
16.2,1.4252574048379012
16.3,1.4252574048379012
16.400000000000002,1.4252574048379012
16.5,1.4252574048379012
16.6,1.4252574048379012
16.7,1.4252574048379012
16.8,1.4252574048379012
16.900000000000002,1.4252574048379012
17.0,1.4252574048379012
17.1,1.4252574048379012
17.2,1.4252574048379012
17.3,1.4252574048379012
17.400000000000002,1.4252574048379012
17.5,1.4252574048379012
17.6,1.4252574048379012
17.7,1.4252574048379012
17.8,1.4252574048379012
17.900000000000002,1.4252574048379012
18.0,1.4252574048379012
18.1,1.4252574048379012
18.2,1.4252574048379012
18.3,1.4252574048379012
18.400000000000002,1.4252574048379012
18.5,1.4252574048379012
18.6,1.4252574048379012
18.7,1.4252574048379012
18.8,1.4252574048379012
18.900000000000002,1.4252574048379012
19.0,1.4252574048379012
19.1,1.4252574048379012
19.200000000000003,1.4252574048379012
19.3,1.4252574048379012
19.400000000000002,1.4252574048379012
19.5,1.4252574048379012
19.6,1.4252574048379012
19.700000000000003,1.4252574048379012
19.8,1.4252574048379012
19.900000000000002,1.4252574048379012
0.0,1.0000743283794786
0.1,1.0019880673462318
0.2,1.0039180979006759
0.30000000000000004,1.0058554115583016
0.4,1.0077904640886581
0.5,1.0097132453782363
0.6000000000000001,1.0116133587832559
0.7000000000000001,1.0134801092243895
0.8,1.0153025990834812
0.9,1.01706983078056
1.0,1.0187708147425132
1.1,1.0203946813271392
1.2000000000000002,1.0219307951420777
1.3,1.0233688701010544
1.4000000000000001,1.0246990834930991
1.5,1.025912187306464
1.6,1.0269996150495548
1.7000000000000002,1.0279535823472938
1.8,1.0287671796629672
1.9000000000000001,1.0294344556019517
2.0,1.0299504893930498
2.1,1.0303114513128788
2.2,1.0305146500155002
2.3000000000000003,1.0305585659490926
2.4000000000000004,1.030442870279281
2.5,1.030168428989473
2.6,1.0297372920866863
2.7,1.0291526681010692
2.8000000000000003,1.0284188843228377
2.9000000000000004,1.027541333465939
3.0,1.026526407677995
3.1,1.0253814210259582
3.2,1.0241145217719578
3.3000000000000003,1.022734595910234
3.4000000000000004,1.0212511635608186
3.5,1.0196742699065067
3.6,1.0180143724153605
3.7,1.0162822261110527
3.8000000000000003,1.0144887686382453
3.9000000000000004,1.0126450068212258
4.0,1.0107619063332671
4.1000000000000005,1.0088502859844712
4.2,1.006920718000604
4.3,1.0049834355085723
4.4,1.0030482482700236
4.5,1.001124467517616
4.6000000000000005,0.9992208405534737
4.7,0.9973454955708524
4.800000000000001,0.9955058969626053
4.9,0.993708811187904
5.0,0.9919602830857479
5.1000000000000005,0.990265622353536
5.2,0.9886293997543545
5.300000000000001,0.9870554524800361
5.4,0.9855468979803119
5.5,0.984106155472711
5.6000000000000005,0.9827349742739238
5.7,0.9814344680411808
5.800000000000001,0.98020515398137
5.9,0.9790469960751818
6.0,0.9779594513721815
6.1000000000000005,0.9769415184386635
6.2,0.975991787081465
6.300000000000001,0.9751084885254313
6.4,0.974289545287618
6.5,0.9735326200652257
6.6000000000000005,0.9728351630343424
6.7,0.9721944570405225
6.800000000000001,0.9716076602479048
6.9,0.9710718458989769
7.0,0.970584038920438
7.1000000000000005,0.9701412491903275
7.2,0.9697405013563803
7.300000000000001,0.9693788611643632
7.4,0.969053458317149
7.5,0.9687615059399363
7.6000000000000005,0.9685003167740048
7.7,0.9682673162605977
7.800000000000001,0.9680600527080496
7.9,0.9678762047593684
8.0,0.9677135863945524
8.1,0.9675701497124817
8.200000000000001,0.9674439857418795
8.3,0.9673333235302426
8.4,0.9672365277545057
8.5,0.9671520950882327
8.6,0.9670786495480257
8.700000000000001,0.9670149370272985
8.8,0.9669598192092108
8.9,0.9669122670329995
9.0,0.9668713538697203
9.1,0.9668362485449885
9.200000000000001,0.9668062083281017
9.3,0.9667805719892842
9.4,0.9667587530099822
9.5,0.9667402330153911
9.600000000000001,0.9667245554838603
9.700000000000001,0.9667113197746043
9.8,0.9667001755033224
9.9,0.9666908172848868
10.0,0.9666829798532168
10.100000000000001,0.9666764335607333
10.200000000000001,0.9666709802533477
10.3,0.9666664495116749
10.4,0.9666626952449795
10.5,0.9666595926211744
10.600000000000001,0.9666570353138599
10.700000000000001,0.9666549330458342
10.8,0.9666532094075967
10.9,0.966651799929018
11.0,0.966650650382453
11.100000000000001,0.966649715296055
11.200000000000001,0.9666489566568124
11.3,0.9666483427838213
11.4,0.9666478473534476
11.5,0.966647448559283
11.600000000000001,0.9666471283911019
11.700000000000001,0.9666468720183541
11.8,0.9666466672650423
11.9,0.9666465041641121
12.0,0.9666463745807116
12.100000000000001,0.966646271894835
12.200000000000001,0.9666461907349526
12.3,0.9666461267552271
12.4,0.9666460764498402
12.5,0.9666460369987839
12.600000000000001,0.9666460061402252
12.700000000000001,0.9666459820652243
12.8,0.9666459633311844
12.9,0.9666459487909365
13.0,0.9666459375348312
13.100000000000001,0.9666459288436023
13.200000000000001,0.9666459221501277
13.3,0.9666459170085056
13.4,0.9666459130691295
13.5,0.9666459100586607
13.600000000000001,0.9666459077639874
13.700000000000001,0.9666459060194181
13.8,0.9666459046964881
13.9,0.9666459036958724
14.0,0.9666459029409885
14.100000000000001,0.9666459023729523
14.200000000000001,0.9666459019466132
14.3,0.9666459016274457
14.4,0.9666459013891224
14.5,0.966645901211622
14.600000000000001,0.9666459010797606
14.700000000000001,0.9666459009820544
14.8,0.9666459009098418
14.9,0.9666459008566075
15.0,0.9666459008174644
15.100000000000001,0.966645900788756
15.200000000000001,0.9666459007677546
15.3,0.9666459007524303
15.4,0.9666459007412771
15.5,0.9666459007331805
15.600000000000001,0.9666459007273176
15.700000000000001,0.9666459007230832
15.8,0.9666459007200328
15.9,0.9666459007178407
16.0,0.9666459007162697
16.1,0.9666459007151464
16.2,0.9666459007143455
16.3,0.9666459007137759
16.400000000000002,0.9666459007133716
16.5,0.9666459007130856
16.6,0.9666459007128838
16.7,0.9666459007127416
16.8,0.9666459007126418
16.900000000000002,0.9666459007125718
17.0,0.966645900712523
17.1,0.966645900712489
17.2,0.9666459007124654
17.3,0.9666459007124489
17.400000000000002,0.9666459007124375
17.5,0.9666459007124297
17.6,0.9666459007124243
17.7,0.9666459007124206
17.8,0.9666459007124181
17.900000000000002,0.9666459007124164
18.0,0.9666459007124152
18.1,0.9666459007124144
18.2,0.9666459007124139
18.3,0.9666459007124135
18.400000000000002,0.9666459007124133
18.5,0.9666459007124131
18.6,0.966645900712413
18.7,0.9666459007124129
18.8,0.9666459007124129
18.900000000000002,0.9666459007124129
19.0,0.9666459007124127
19.1,0.9666459007124127
19.200000000000003,0.9666459007124127
19.3,0.9666459007124127
19.400000000000002,0.9666459007124127
19.5,0.9666459007124127
19.6,0.9666459007124127
19.700000000000003,0.9666459007124127
19.8,0.9666459007124127
19.900000000000002,0.9666459007124127
0.0,2.250204710581537
0.1,2.2502683315360033
0.2,2.2503316537694493
0.30000000000000004,2.250394677211076
0.4,2.2504574017904146
0.5,2.2505198274373264
0.6000000000000001,2.250581954082004
0.7000000000000001,2.2506437816549703
0.8,2.250705310087079
0.9,2.2507665393095158
1.0,2.250827469253797
1.1,2.2508880998517693
1.2000000000000002,2.250948431035612
1.3,2.2510084627378357
1.4000000000000001,2.2510681948912827
1.5,2.2511276274291268
1.6,2.251186760284874
1.7000000000000002,2.2512455933923623
1.8,2.251304126685761
1.9000000000000001,2.251362360099574
2.0,2.251420293568635
2.1,2.2514779270281116
2.2,2.251535260413504
2.3000000000000003,2.251592293660645
2.4000000000000004,2.2516490267057003
2.5,2.251705459485169
2.6,2.251761591935882
2.7,2.2518174239950057
2.8000000000000003,2.251872955600038
2.9000000000000004,2.25192818668881
3.0,2.2519831171994893
3.1,2.2520377470705735
3.2,2.2520920762408965
3.3000000000000003,2.2521461046496256
3.4000000000000004,2.2521998322362613
3.5,2.2522532589406397
3.6,2.25230638470293
3.7,2.2523592094636364
3.8000000000000003,2.2524117331635978
3.9000000000000004,2.2524639557439867
4.0,2.2525158771463114
4.1000000000000005,2.2525674973124152
4.2,2.2526188161844747
4.3,2.2526698337050033
4.4,2.252720549816849
4.5,2.252770964463195
4.6000000000000005,2.25282107758756
4.7,2.2528708891337974
4.800000000000001,2.252920399046098
4.9,2.252969607268986
5.0,2.2530185137473233
5.1000000000000005,2.2530671184263067
5.2,2.253115421251469
5.300000000000001,2.25316342216868
5.4,2.253211121124145
5.5,2.2532585180644045
5.6000000000000005,2.2533056129363382
5.7,2.25335240568716
5.800000000000001,2.2533988962644207
5.9,2.2534450846160086
6.0,2.253490970690148
6.1000000000000005,2.253536554435401
6.2,2.2535818358006665
6.300000000000001,2.253626814735179
6.4,2.2536714911885123
6.5,2.253715865110576
6.6000000000000005,2.253759936451618
6.7,2.253803705162223
6.800000000000001,2.2538471711933132
6.9,2.253890334496149
