date,B0,chl_max,z_max,sig
2017-01-06,0.11999999999907798,7.419250343287764,17.98479575789376,8.285947357830691
2017-01-30,1.190819438647966e-06,1.2604650856833126,20.99999999999997,93.53852276169096
2018-01-23,0.005831428743376235,2.633302354315143,20.999999999585338,82.54740268967804
2019-01-04,0.11999999895806851,5.074931797597754,20.999999597007676,32.64005964351569
2019-01-15,0.09298278302347393,2.62790848115316,20.999997919956684,35.0481382965304
2020-01-22,0.09014157121772702,2.0798900980752864,20.99999986763082,31.136069744664347
2017-02-05,0.11999999936757538,6.112761835811032,14.6655473973958,9.48177471369488
2017-02-15,0.03552690103162706,1.1592358773518332,20.99999999633248,78.01306382182256
2018-02-07,0.11999999485321029,3.027515591546853,5.439061548315871,24.922709705153054
2018-02-14,2.5014575420552855e-05,2.651465271889783,20.9999999985387,83.55084226403356
2019-02-14,9.58149641417229e-06,2.514472706102321,20.999999999767955,85.10058626875347
2020-02-06,0.11999999999999998,9.156860038755461,13.40847765841238,2.013390069688723
2020-02-24,0.11999999999949613,5.004979617880244,20.999998891398075,22.12165782046761
2017-03-20,0.11999999999999968,10.08973534057805,10.08254741829148,7.523762688098974
2018-03-26,0.0794665849776721,1.8972236250426133,20.999604418003546,88.41601448420992
2019-03-06,0.11999999999718365,6.190104260288294,18.43214972228819,8.42750556275482
2019-03-21,0.11999999994584748,4.313860415151429,20.999994732532212,40.70664128538393
2017-04-07,0.11999999804044363,3.325527530420681,20.999999999556834,10.06009796808937
2017-04-09,0.11999999999343028,3.2939931109716345,11.116502147947017,5.69594981146954
2018-04-23,0.11999999996269042,9.17689781092188,11.197176513289318,13.275751045190766
2019-04-23,0.11999999999984093,9.56113463161959,17.98613629231587,14.724664942684784
2020-04-08,0.11999999990396742,4.376868936897436,10.7369942142276,14.594925095527632
2017-05-15,0.11999999990223552,6.06826054841925,14.063461575513065,8.927285121770106
2018-05-15,0.11999999990844655,15.201882848889285,12.494442962653565,8.238647562243164
2018-05-28,0.11999999999997561,12.192624358905476,8.074316542846036,5.080197435977528
2019-05-08,0.11999999999999976,9.417608658414354,17.044795340333398,5.293284594407167
2019-05-20,0.11999999874131055,4.973611873321194,-4.999999575888139,22.68706895968865
2020-05-05,0.11999999994003063,14.993553755541917,19.381677154296046,10.411645964944297
2017-06-20,0.11999999981506028,5.06589272849911,20.999999999897422,8.216105043018278
2018-06-03,2.4286694156460005e-07,1.914202551000366,20.99999860207364,138.96563447148137
2019-06-03,0.11999998156240017,8.185020514703576,18.321056044171044,14.98103129897953
2019-06-26,0.11999999985937011,9.593983841292028,16.847231496400926,9.706886234588206
2020-06-15,0.11999999989335024,6.205967337826838,16.37755270067632,7.2953783357107564
2020-06-30,0.11999999999999998,22.075406058613154,20.234559163736673,2.0000006339613527
2017-07-18,0.11999997977351934,6.423313478662635,20.999999676595582,6.943465786388092
2018-07-17,0.11999999495503619,8.684037719106476,13.165066364409574,6.555093491245792
2018-07-30,0.11999999797942013,8.242299875993812,12.914517290177841,5.0768537666097515
2019-07-24,0.11999999904947777,11.019620312718752,16.11595743716953,6.214983920282288
2020-07-20,0.11999999808522888,3.8644339049828744,20.999999991234994,10.007903034203716
2017-08-03,0.106815272652887,1.9838443712318994,20.999998488564383,66.93024912995777
2017-08-22,0.11344939064672004,3.402456199582813,12.635878533938895,12.487377684444231
2018-08-22,0.11999999998680778,9.30989789644483,12.378409426541202,5.252377059767203
