nom du projet,nom du site,nom de la plateforme,date de prélèvement,profondeur min (m),profondeur réelle observée (m),chl a (mg_m3),
Suivi des lacs,Léman,SHL2,17/10/2016,134.3,134.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,134.5,134.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,134.8,134.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,135.3,135.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,135.6,135.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,136.1,136.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,136.3,136.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,136.8,136.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,137.1,137.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,137.6,137.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,138.1,138.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,138.4,138.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,138.9,138.9,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,139.2,139.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,139.4,139.4,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,139.7,139.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,140.2,140.2,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,140.4,140.4,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,140.7,140.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,141.0,141.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,141.2,141.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,141.7,141.7,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,142.0,142.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,142.2,142.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,142.5,142.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,142.8,142.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,143.2,143.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,143.5,143.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,143.8,143.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,144.3,144.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,144.5,144.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,145.0,145.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,145.6,145.6,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,145.8,145.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,146.1,146.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,146.6,146.6,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,146.8,146.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,147.1,147.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,147.6,147.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,147.9,147.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,148.1,148.1,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,148.4,148.4,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,148.6,148.6,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,149.2,149.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,149.6,149.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,149.9,149.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,150.2,150.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,150.4,150.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,150.7,150.7,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,150.9,150.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,151.4,151.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,151.7,151.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,152.2,152.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,152.5,152.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,152.7,152.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,153.3,153.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,153.5,153.5,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,154.0,154.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,154.3,154.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,154.5,154.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,155.0,155.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,155.3,155.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,155.5,155.5,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,155.8,155.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,156.3,156.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,156.8,156.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,157.3,157.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,157.6,157.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,157.8,157.8,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,158.1,158.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,158.4,158.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,158.9,158.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,159.4,159.4,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,159.9,159.9,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,160.1,160.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,160.4,160.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,160.7,160.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,161.2,161.2,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,161.7,161.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,162.2,162.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,162.5,162.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,162.7,162.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,163.2,163.2,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,163.8,163.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,164.3,164.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,164.5,164.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,165.0,165.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,165.3,165.3,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,165.8,165.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,166.1,166.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,166.6,166.6,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,166.8,166.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,167.1,167.1,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,167.3,167.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,167.8,167.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,168.1,168.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,168.4,168.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,168.6,168.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,169.1,169.1,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,169.6,169.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,169.9,169.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,170.2,170.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,170.7,170.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,171.2,171.2,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,171.4,171.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,171.7,171.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,171.9,171.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,172.2,172.2,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,172.5,172.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,173.0,173.0,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,173.2,173.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,173.7,173.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,174.0,174.0,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,174.5,174.5,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,174.8,174.8,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,175.0,175.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,175.5,175.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,176.0,176.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,176.5,176.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,176.8,176.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,177.3,177.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,177.8,177.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,178.1,178.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,178.6,178.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,179.1,179.1,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,179.4,179.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,179.9,179.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,180.4,180.4,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,180.6,180.6,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,180.9,180.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,181.2,181.2,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,181.7,181.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,182.2,182.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,182.4,182.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,182.9,182.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,183.2,183.2,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,183.4,183.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,183.7,183.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,184.0,184.0,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,184.3,184.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,184.8,184.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,185.3,185.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,185.5,185.5,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,185.8,185.8,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,186.3,186.3,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,186.8,186.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,187.0,187.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,187.3,187.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,187.6,187.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,187.8,187.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,188.3,188.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,188.8,188.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,189.3,189.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,189.6,189.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,190.1,190.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,190.4,190.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,190.6,190.6,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,190.9,190.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,191.4,191.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,191.7,191.7,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,192.2,192.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,192.4,192.4,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,192.7,192.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,193.2,193.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,193.7,193.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,194.0,194.0,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,194.2,194.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,194.7,194.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,195.0,195.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,195.5,195.5,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,196.0,196.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,196.3,196.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,196.5,196.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,196.8,196.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,197.3,197.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,197.6,197.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,197.8,197.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,198.3,198.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,198.6,198.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,199.1,199.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,199.3,199.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,199.6,199.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,199.9,199.9,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,200.4,200.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,200.7,200.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,201.1,201.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,201.4,201.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,201.9,201.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,202.2,202.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,202.7,202.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,203.2,203.2,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,203.4,203.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,203.9,203.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,204.2,204.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,204.7,204.7,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,205.2,205.2,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,205.5,205.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,205.7,205.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,206.0,206.0,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,206.3,206.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,206.8,206.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,207.3,207.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,207.6,207.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,208.0,208.0,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,208.3,208.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,208.6,208.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,209.1,209.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,209.6,209.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,210.1,210.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,210.6,210.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,210.9,210.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,211.4,211.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,211.9,211.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,212.4,212.4,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,212.6,212.6,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,213.2,213.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,213.7,213.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,213.9,213.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,214.2,214.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,214.7,214.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,215.2,215.2,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,215.7,215.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,216.2,216.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,216.5,216.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,216.7,216.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,217.0,217.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,217.3,217.3,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,217.8,217.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,218.0,218.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,218.3,218.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,218.5,218.5,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,219.0,219.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,219.6,219.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,220.1,220.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,220.6,220.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,220.8,220.8,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,221.1,221.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,221.6,221.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,222.1,222.1,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,222.3,222.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,222.6,222.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,223.1,223.1,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,223.4,223.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,223.6,223.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,224.2,224.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,224.7,224.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,224.9,224.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,225.2,225.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,225.4,225.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,225.7,225.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,225.9,225.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,226.2,226.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,226.7,226.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,227.2,227.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,227.5,227.5,0.18,
Suivi des lacs,Léman,SHL2,17/10/2016,227.7,227.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,228.0,228.0,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,228.3,228.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,228.5,228.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,229.0,229.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,229.3,229.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,229.5,229.5,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,229.8,229.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,230.3,230.3,0.12,
Suivi des lacs,Léman,SHL2,17/10/2016,230.5,230.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,231.1,231.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,231.3,231.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,231.6,231.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,232.1,232.1,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,232.6,232.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,233.1,233.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,233.4,233.4,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,233.9,233.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,234.1,234.1,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,234.6,234.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,234.9,234.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,235.2,235.2,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,235.7,235.7,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,235.9,235.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,236.2,236.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,236.7,236.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,237.2,237.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,237.5,237.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,238.0,238.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,238.2,238.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,238.7,238.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,239.0,239.0,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,239.2,239.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,239.8,239.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,240.0,240.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,240.5,240.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,241.0,241.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,241.3,241.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,241.8,241.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,242.1,242.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,242.6,242.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,242.8,242.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,243.1,243.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,243.3,243.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,243.9,243.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,244.3,244.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,244.6,244.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,244.9,244.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,245.1,245.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,245.4,245.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,245.9,245.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,246.2,246.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,246.7,246.7,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,246.9,246.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,247.4,247.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,247.7,247.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,247.9,247.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,248.2,248.2,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,248.7,248.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,249.0,249.0,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,249.5,249.5,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,249.7,249.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,250.0,250.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,250.5,250.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,250.7,250.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,251.0,251.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,251.5,251.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,251.8,251.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,252.3,252.3,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,252.6,252.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,253.0,253.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,253.3,253.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,253.8,253.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,254.1,254.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,254.3,254.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,254.6,254.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,254.9,254.9,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,255.3,255.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,255.6,255.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,256.1,256.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,256.4,256.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,256.6,256.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,256.9,256.9,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,257.4,257.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,257.6,257.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,257.9,257.9,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,258.4,258.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,258.7,258.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,259.2,259.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,259.7,259.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,260.0,260.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,260.4,260.4,0.09,
Suivi des lacs,Léman,SHL2,17/10/2016,260.7,260.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,261.0,261.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,261.2,261.2,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,261.7,261.7,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,262.0,262.0,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,262.3,262.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,262.8,262.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,263.0,263.0,0.03,
Suivi des lacs,Léman,SHL2,17/10/2016,263.3,263.3,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,263.8,263.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,264.1,264.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,264.5,264.5,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,265.1,265.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,265.6,265.6,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,266.1,266.1,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,266.4,266.4,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,266.8,266.8,0.06,
Suivi des lacs,Léman,SHL2,17/10/2016,267.1,267.1,0.12,
Suivi des lacs,Léman,SHL2,17/10/2016,267.4,267.4,0.09,
