"";"date";"profondeur";"Chl_a";"par";"Turbidite"
"30165";2018-10-09;22.831;0.7193;4.6;0.77
"30166";2018-10-09;23.117;0.70094;4.36;0.8
"30167";2018-10-09;23.596;0.63824;3.96;0.77
"30168";2018-10-09;23.861;0.62234;3.78;0.96
"30169";2018-10-09;24.371;0.56348;3.45;1.14
"30170";2018-10-09;24.636;0.56;3.29;1.2
"30171";2018-10-09;25.136;0.61184;2.99;1.17
"30172";2018-10-09;25.391;0.59654;2.85;1.14
"30173";2018-10-09;25.656;0.5354;2.7;1.17
"30174";2018-10-09;25.921;0.52;2.57;1.17
"30175";2018-10-09;26.431;0.4969;2.31;1.23
"30176";2018-10-09;26.931;0.43828;2.09;0.96
"30177";2018-10-09;27.43;0.4885;1.89;1.11
"30178";2018-10-09;27.695;0.442;1.8;1.05
"30179";2018-10-09;28.226;0.45112;1.64;1.14
"30180";2018-10-09;28.715;0.4645;1.49;1.26
"30181";2018-10-09;28.97;0.4696;1.42;1.26
"30182";2018-10-09;29.225;0.439;1.35;1.33
"30183";2018-10-09;29.49;0.43;1.29;1.26
"30184";2018-10-09;30.02;0.4048;1.17;1.36
"30185";2018-10-09;30.5;0.47;1.06;1.23
"30186";2018-10-09;30.775;0.411250000000001;1.01;1.26
"30187";2018-10-09;31.285;0.4;0.91;1.23
"30188";2018-10-09;31.55;0.4;0.87;1.17
"30189";2018-10-09;32.06;0.4552;0.78;1.23
"30190";2018-10-09;32.315;0.4385;0.75;1.23
"30191";2018-10-09;32.845;0.431200000000001;0.67;1.2
"30192";2018-10-09;33.335;0.37;0.61;1.26
"30193";2018-10-09;33.834;0.43;0.55;1.33
"30194";2018-10-09;34.11;0.43;0.52;1.26
"30195";2018-10-09;34.599;0.56;0.48;1.17
"30196";2018-10-09;34.854;0.4599;0.45;1.26
"30197";2018-10-09;35.119;0.39058;0.43;1.08
"30198";2018-10-09;35.374;0.344679999999999;0.41;0.93
"30199";2018-10-09;35.629;0.37435;0.39;0.96
"30200";2018-10-09;35.884;0.4126;0.37;0.86
"30201";2018-10-09;36.149;0.43;0.35;0.89
"30202";2018-10-09;36.649;0.40318;0.32;0.83
"30203";2018-10-09;36.904;0.357279999999999;0.31;0.89
"30204";2018-10-09;37.158;0.3637;0.29;0.89
"30205";2018-10-09;37.413;0.401949999999999;0.28;0.8
"30206";2018-10-09;37.679;0.441850000000001;0.27;0.8
"30207";2018-10-09;37.944;0.395199999999998;0.26;0.71
"30208";2018-10-09;38.433;0.34402;0.24;0.62
"30209";2018-10-09;38.729;0.3171;0.22;0.74
"30210";2018-10-09;39.208;0.3308;0.21;0.52
"30211";2018-10-09;39.473;0.3227;0.2;0.59
"30212";2018-10-09;39.738;0.32656;0.19;0.56
"30213";2018-10-09;40.228;0.35464;0.18;0.49
"30214";2018-10-09;40.483;0.324040000000001;0.17;0.59
"30215";2018-10-09;40.758;0.286299999999999;0.16;0.52
"30216";2018-10-09;41.268;0.28;0.15;0.59
"30217";2018-10-09;41.778;0.2533;0.14;0.56
"30218";2018-10-09;42.063;0.25;0.13;0.56
"30219";2018-10-09;42.532;0.353679999999999;0.13;0.56
"30220";2018-10-09;42.797;0.291200000000001;0.12;0.4
"30221";2018-10-09;43.318;0.22492;0.11;0.68
"30222";2018-10-09;43.572;0.22;0.11;0.59
"30223";2018-10-09;44.072;0.23032;0.1;0.62
"30224";2018-10-09;44.337;0.24622;0.1;0.52
"30225";2018-10-09;44.847;0.24205;0.09;0.52
"30226";2018-10-09;45.102;0.2298;0.09;0.52
"30227";2018-10-09;45.367;0.22;0.08;0.49
"30228";2018-10-09;45.877;0.22;0.08;0.49
"30229";2018-10-09;46.366;0.2698;0.07;0.43
"30230";2018-10-09;46.652;0.2296;0.07;0.46
"30231";2018-10-09;47.141;0.18472;0.07;0.37
"30232";2018-10-09;47.407;0.207599999999999;0.06;0.59
"30233";2018-10-09;47.906;0.22;0.06;0.49
"30234";2018-10-09;48.161;0.22;0.06;0.49
"30235";2018-10-09;48.416;0.22;0.06;0.46
"30236";2018-10-09;48.691;0.22;0.05;0.46
"30237";2018-10-09;49.191;0.194533333333333;0.05;0.43
"30238";2018-10-09;49.446;0.2092;0.05;0.68
"30239";2018-10-09;49.732;0.20144;0.05;0.46
"30240";2018-10-09;50.211;0.18;0.04;0.43
"30241";2018-10-09;50.486;0.18;0.04;0.43
"30242";2018-10-09;50.986;0.20604;0.04;0.49
"30243";2018-10-09;51.241;0.24174;0.04;0.43
"30244";2018-10-09;51.496;0.204266666666666;0.04;0.37
"30245";2018-10-09;51.761;0.19288;0.04;0.49
"30246";2018-10-09;52.016;0.21328;0.03;0.43
"30247";2018-10-09;52.515;0.1868;0.03;0.4
"30248";2018-10-09;52.77;0.154499999999999;0.03;0.4
"30249";2018-10-09;53.025;0.1725;0.03;0.4
"30250";2018-10-09;53.29;0.18;0.03;0.4
"30251";2018-10-09;53.555;0.18;0.03;0.4
"30252";2018-10-09;54.055;0.15;0.03;0.46
"30253";2018-10-09;54.33;0.15;0.03;0.37
"30254";2018-10-09;54.83;0.1638;0.02;0.46
"30255";2018-10-09;55.095;0.1797;0.02;0.49
"30256";2018-10-09;55.585;0.176833333333333;0.02;0.4
"30257";2018-10-09;55.85;0.171;0.02;0.49
"30258";2018-10-09;56.105;0.206699999999999;0.02;0.46
"30259";2018-10-09;56.625;0.186;0.02;0.43
"30260";2018-10-09;57.124;0.1276;0.02;0.43
"30261";2018-10-09;57.39;0.139;0.02;0.43
"30262";2018-10-09;57.655;0.1593;0.02;0.43
"30263";2018-10-09;58.154;0.1569;0.02;0.34
"30264";2018-10-09;58.409;0.15;0.02;0.34
"30265";2018-10-09;58.664;0.1254;0.02;0.4
"30266";2018-10-09;59.205;0.12;0.01;0.37
"30267";2018-10-09;59.704;0.12;0.01;0.31
"30268";2018-10-09;60.214;0.17996;0.01;0.56
"30269";2018-10-09;60.724;0.182666666666667;0.01;0.46
"30270";2018-10-09;60.979;0.140166666666667;0.01;0.74
"30271";2018-10-09;61.234;0.12;0.01;0.4
"30272";2018-10-09;61.734;0.11196;0.01;0.4
"30273";2018-10-09;61.989;0.0966600000000002;0.01;0.52
"30274";2018-10-09;62.254;0.0992399999999998;0.01;0.4
"30275";2018-10-09;62.519;0.11514;0.01;0.4
"30276";2018-10-09;62.774;0.12;0.01;0.59
"30277";2018-10-09;63.273;0.12;0.01;0.37
"30278";2018-10-09;63.528;0.195999999999999;0.01;0.43
"30279";2018-10-09;63.793;0.1814;0.01;0.43
"30280";2018-10-09;64.293;0.1007;0.01;0.37
"30281";2018-10-09;64.558;0.09;0.01;0.37
"30282";2018-10-09;64.813;0.09;0.01;0.49
"30283";2018-10-09;65.078;0.0793200000000002;0.01;0.37
"30284";2018-10-09;65.578;0.0777999999999999;0.01;0.4
"30285";2018-10-09;65.843;0.09;0.01;0.46
"30286";2018-10-09;66.343;0.09;0.01;0.4
"30287";2018-10-09;66.608;0.0304800000000006;0.01;0.37
"30288";2018-10-09;66.863;0.0457800000000003;0.01;0.37
"30289";2018-10-09;67.128;0.0571999999999995;0.01;0.43
"30290";2018-10-09;67.617;0.03;0;0.43
"30291";2018-10-09;67.872;0.03;0;0.52
"30292";2018-10-09;68.158;0.03;0;0.43
"30293";2018-10-09;68.657;0.0454199999999994;0;0.49
"30294";2018-10-09;69.167;0.06;0;0.86
"30295";2018-10-09;69.422;0.0578000000000008;0;0.49
"30296";2018-10-09;69.932;0.04392;0;0.59
"30297";2018-10-09;70.187;0.0592199999999997;0;0.4
"30298";2018-10-09;70.452;0.0348000000000002;0;0.46
"30299";2018-10-09;70.952;0.03;0;0.59
"30300";2018-10-09;71.207;0.03;0;0.52
"30301";2018-10-09;71.472;0.03;0;0.49
"30302";2018-10-09;71.727;0.03;0;0.49
"30303";2018-10-09;71.982;0.03;0;0.37
"30304";2018-10-09;72.247;0.04482;0;0.49
"30305";2018-10-09;72.502;0.0598800000000003;0;0.49
"30306";2018-10-09;72.767;0.0439800000000002;0;0.49
"30307";2018-10-09;73.022;0.0313200000000003;0;0.52
"30308";2018-10-09;73.532;0.06;0;0.49
"30309";2018-10-09;74.021;0.0378999999999994;0;0.52
"30310";2018-10-09;74.297;0.03;0;1.17
"30311";2018-10-09;74.827;0.03;0;0.4
"30312";2018-10-09;75.316;0.03;0;0.59
"30313";2018-10-09;75.826;0.03;0;0.46
"30314";2018-10-09;76.081;0.03;0;0.4
"30315";2018-10-09;76.346;0.03;0;0.43
"30316";2018-10-09;76.866;0.0565999999999995;0;0.49
"30317";2018-10-09;77.356;0.03;0;0.52
"30318";2018-10-09;77.611;0.0311000000000009;0;0.86
"30319";2018-10-09;77.866;0.0565999999999995;0;0.31
"30320";2018-10-09;78.12;0.0379999999999999;0;0.37
"30321";2018-10-09;78.386;0.03;0;0.46
"30322";2018-10-09;78.64;0.0340000000000005;0;0.59
"30323";2018-10-09;79.15;0.0349999999999998;0;0.46
"30324";2018-10-09;79.66;0.03;0;0.62
"30325";2018-10-09;80.19;0.03;0;0.43
"30326";2018-10-09;80.69;0.03;0;0.56
"30327";2018-10-09;80.945;0.0446999999999994;0;0.49
"30328";2018-10-09;81.2;0.06;0;0.62
"30329";2018-10-09;81.455;0.06;0;0.49
"30330";2018-10-09;81.71;0.0590000000000009;0;0.52
"30331";2018-10-09;81.965;0.0334999999999997;0;0.46
"30332";2018-10-09;82.22;0.03;0;0.46
"30333";2018-10-09;82.475;0.03;0;0.59
"30334";2018-10-09;82.73;0.03;0;0.56
"30335";2018-10-09;82.995;0.03;0;0.43
"30336";2018-10-09;83.25;0.03;0;0.59
"30337";2018-10-09;83.78;0.03;0;0.49
"30338";2018-10-09;84.269;0.03;0;0.4
"30339";2018-10-09;84.524;0.03;0;0.46
"30340";2018-10-09;84.779;0.03;0;0.46
"30341";2018-10-09;85.034;0.0534000000000011;0;0.43
"30342";2018-10-09;85.299;0.06;0;0.46
"30343";2018-10-09;85.554;0.06;0;0.46
"30344";2018-10-09;85.809;0.03;0;0.52
"30345";2018-10-09;86.074;0.03;0;0.68
"30346";2018-10-09;86.584;0.0470400000000004;0;0.49
"30347";2018-10-09;86.839;0.0560999999999998;0;0.62
"30348";2018-10-09;87.104;0.03;0;0.49
"30349";2018-10-09;87.594;0.03;0;0.46
"30350";2018-10-09;87.859;0.055899999999999;0;0.49
"30351";2018-10-09;88.114;0.03;0;0.68
"30352";2018-10-09;88.409;0.03;0;0.46
"30353";2018-10-09;88.878;0.0577999999999995;0;0.56
"30354";2018-10-09;89.154;0.0546;0;0.52
"30355";2018-10-09;89.664;0.03;0;0.46
"30356";2018-10-09;90.153;0.03;0;0.59
"30357";2018-10-09;90.418;0.03;0;0.52
"30358";2018-10-09;90.673;0.03;0;0.83
"30359";2018-10-09;90.928;0.0572000000000008;0;0.43
"30360";2018-10-09;91.203;0.03045;0;0.46
"30361";2018-10-09;91.713;0.03;0;0.59
"30362";2018-10-09;92.213;0.0427799999999996;0;0.65
"30363";2018-10-09;92.723;0.0466200000000001;0;0.49
"30364";2018-10-09;93.243;0.0542999999999997;0;0.43
"30365";2018-10-09;93.498;0.0481199999999996;0;0.56
"30366";2018-10-09;93.997;0.03;0;0.59
"30367";2018-10-09;94.252;0.03;0;0.68
"30368";2018-10-09;94.507;0.0424200000000005;0;0.56
"30369";2018-10-09;94.783;0.0589800000000002;0;0.71
"30370";2018-10-09;95.038;0.06;0;0.89
"30371";2018-10-09;95.313;0.0586999999999995;0;0.49
"30372";2018-10-09;95.792;0.0588000000000007;0;0.56
"30373";2018-10-09;96.078;0.0321999999999992;0;0.49
"30374";2018-10-09;96.557;0.0848400000000009;0;0.52
"30375";2018-10-09;96.832;0.0621600000000001;0;0.71
"30376";2018-10-09;97.342;0.0541999999999995;0;0.56
"30377";2018-10-09;97.842;0.0541999999999995;0;0.46
"30378";2018-10-09;98.117;0.03;0;0.52
"30379";2018-10-09;98.617;0.0317000000000009;0;0.59
"30380";2018-10-09;98.892;0.059199999999999;0;0.43
"30381";2018-10-09;99.382;0.06;0;0.83
"30382";2018-10-09;99.636;0.0364000000000008;0;0.71
"30383";2018-10-09;100.157;0.0574199999999996;0;0.77
"30384";2018-10-09;100.411;0.0589000000000004;0;0.62
"30385";2018-10-09;100.666;0.0334000000000006;0;0.62
"30386";2018-10-09;100.931;0.06;0;0.89
"30387";2018-10-09;101.441;1.29933867735471;0;0.56
"30388";2018-10-09;101.696;1.318;0;0.56
"30389";2018-10-09;102.216;1.67630188679246;0;0.56
"30390";2018-10-09;102.716;1.35508;0;0.49
"30391";2018-10-09;102.971;1.31112727272727;0;0.65
"30392";2018-10-09;103.481;1.35063265306122;0;0.71
"30393";2018-10-09;103.736;1.32535849056604;0;0.46
"30394";2018-10-09;103.991;1.25737254901961;0;0.59
"30395";2018-10-09;104.266;1.21962745098039;0;0.52
"30396";2018-10-09;104.796;0.479411764705882;0;0.49
"30397";2018-10-09;105.265;0.342362204724411;0;0.77
"30398";2018-10-09;105.541;0.418235294117646;0;0.43
"30399";2018-10-09;106.03;0.462264150943396;0;0.46
"30400";2018-10-09;106.295;0.46;0;0.52
"30401";2018-10-09;106.55;0.431176470588236;0;0.74
"30402";2018-10-09;106.805;0.400599999999999;0;0.59
"30403";2018-10-09;107.07;0.37;0;0.62
"30404";2018-10-09;107.335;0.373396226415091;0;0.43
"30405";2018-10-09;107.855;0.428823529411764;0;0.8
"30406";2018-10-09;108.355;0.4;0;0.56
"30407";2018-10-09;108.61;0.372264150943396;0;0.46
"30408";2018-10-09;108.865;0.343396226415094;0;0.49
"30409";2018-10-09;109.375;0.43;0;0.43
"30410";2018-10-09;109.66;0.516470588235297;0;0.43
"30411";2018-10-09;110.129;0.469529411764706;0;0.65
"30412";2018-10-09;110.415;0.52;0;0.46
"30413";2018-10-09;110.67;0.46;0;0.4
"30414";2018-10-09;111.18;0.431288343558283;0;0.46
"30415";2018-10-09;111.669;0.373396226415096;0;0.77
"30416";2018-10-09;111.944;0.432352941176472;0;0.56
"30417";2018-10-09;112.454;0.401090909090908;0;0.8
"30418";2018-10-09;112.719;0.43;0;0.43
"30419";2018-10-09;113.219;0.486497175141242;0;0.62
"30420";2018-10-09;113.474;0.461343283582089;0;0.49
"30421";2018-10-09;113.974;0.458867924528303;0;0.43
"30422";2018-10-09;114.249;0.402352941176469;0;0.52
"30423";2018-10-09;114.749;0.46;0;0.62
"30424";2018-10-09;115.258;0.40701886792453;0;0.59
"30425";2018-10-09;115.524;0.429436325678497;0;0.56
"30426";2018-10-09;116.023;0.49;0;0.52
"30427";2018-10-09;116.288;0.46;0;0.4
"30428";2018-10-09;116.543;0.486748251748253;0;0.59
"30429";2018-10-09;116.808;0.524196242171191;0;0.49
"30430";2018-10-09;117.084;0.5478431372549;0;0.43
"30431";2018-10-09;117.563;0.37;0;0.65
"30432";2018-10-09;117.828;0.43;0;0.52
"30433";2018-10-09;118.083;0.4;0;0.77
"30434";2018-10-09;118.338;0.49;0;0.52
"30435";2018-10-09;118.868;0.414339622641507;0;0.8
"30436";2018-10-09;119.378;0.585094339622639;0;0.43
"30437";2018-10-09;119.868;0.474387755102041;0;0.52
"30438";2018-10-09;120.133;0.494727272727269;0;0.59
"30439";2018-10-09;120.398;0.62;0;0.49
"30440";2018-10-09;120.908;0.436299212598428;0;0.46
"30441";2018-10-09;121.418;0.647826086956524;0;0.56
"30442";2018-10-09;121.927;0.405392156862743;0;0.56
"30443";2018-10-09;122.427;0.43;0;0.52
"30444";2018-10-09;122.682;0.52;0;0.52
"30445";2018-10-09;122.947;0.43;0;0.56
"30446";2018-10-09;123.202;0.46;0;0.43
"30447";2018-10-09;123.722;0.432181818181819;0;0.77
"30448";2018-10-09;124.222;0.37;0;0.34
"30449";2018-10-09;124.487;0.553090909090906;0;0.62
"30450";2018-10-09;124.987;0.5871719038817;0;0.4
"30451";2018-10-09;125.252;0.501222707423581;0;0.59
"30452";2018-10-09;125.507;0.401114864864866;0;0.46
"30453";2018-10-09;125.782;0.428986486486486;0;0.37
"30454";2018-10-09;126.312;0.433272727272727;0;0.71
"30455";2018-10-09;126.781;0.505807770961146;0;0.4
"30456";2018-10-09;127.036;0.557955010224948;0;0.59
"30457";2018-10-09;127.312;0.43;0;0.46
"30458";2018-10-09;127.566;0.458754716981133;0;0.46
"30459";2018-10-09;128.066;0.488764705882354;0;0.49
"30460";2018-10-09;128.341;0.403735849056602;0;0.43
"30461";2018-10-09;128.831;0.575019230769222;0;0.59
"30462";2018-10-09;129.086;0.576871165644171;0;0.56
"30463";2018-10-09;129.351;0.560613496932515;0;0.52
"30464";2018-10-09;129.871;0.3847;0;0.43
"30465";2018-10-09;130.126;0.373529411764703;0;0.43
"30466";2018-10-09;130.381;0.46;0;0.43
"30467";2018-10-09;130.891;0.52;0;0.49
"30468";2018-10-09;131.156;0.457647058823528;0;0.96
"30469";2018-10-09;131.645;0.414381139489195;0;0.56
"30470";2018-10-09;131.91;0.43;0;0.4
"30471";2018-10-09;132.176;0.37;0;0.4
"30472";2018-10-09;132.675;0.461322645290581;0;0.4
"30473";2018-10-09;132.93;0.4;0;0.46
"30474";2018-10-09;133.216;0.418036363636367;0;0.4
"30475";2018-10-09;133.695;0.501250000000002;0;0.37
"30476";2018-10-09;133.96;0.434999999999996;0;0.34
"30477";2018-10-09;134.215;0.400624999999999;0;0.56
"30478";2018-10-09;134.735;0.345454545454556;0;0.62
"30479";2018-10-09;134.99;0.48454545454546;0;0.62
"30480";2018-10-09;135.245;0.46;0;0.49
"30481";2018-10-09;135.5;0.434727272727269;0;0.65
"30482";2018-10-09;135.765;0.56;0;0.4
"30483";2018-10-09;136.275;0.5047;0;0.4
"30484";2018-10-09;136.785;0.492181818181819;0;0.43
"30485";2018-10-09;137.284;0.56;0;0.59
"30486";2018-10-09;137.539;0.49;0;0.37
"30487";2018-10-09;137.804;0.428823529411766;0;0.4
"30488";2018-10-09;138.314;0.344405594405598;0;0.52
"30489";2018-10-09;138.59;0.355644171779141;0;0.37
"30490";2018-10-09;139.089;0.37;0;0.65
"30491";2018-10-09;139.354;0.425594405594408;0;0.52
"30492";2018-10-09;139.864;0.383818181818189;0;0.43
"30493";2018-10-09;140.129;0.553725490196084;0;0.56
"30494";2018-10-09;140.66;0.43432;0;0.4
"30495";2018-10-09;141.129;0.642830188679232;0;0.46
"30496";2018-10-09;141.384;0.586300000000006;0;0.37
"30497";2018-10-09;141.649;0.515636363636367;0;0.49
"30498";2018-10-09;142.159;0.371176470588236;0;0.52
"30499";2018-10-09;142.434;0.342404809619236;0;0.56
"30500";2018-10-09;142.699;0.40613226452906;0;0.43
"30501";2018-10-09;143.178;0.46;0;0.46
"30502";2018-10-09;143.698;0.485471698113199;0;0.68
"30503";2018-10-09;144.218;0.37;0;0.56
"30504";2018-10-09;144.708;0.3847;0;0.43
"30505";2018-10-09;144.963;0.4;0;0.4
"30506";2018-10-09;145.228;0.342181818181816;0;1.02
"30507";2018-10-09;145.483;0.383235294117649;0;0.46
"30508";2018-10-09;145.738;0.428235294117649;0;0.77
"30509";2018-10-09;146.003;0.34;0;0.56
"30510";2018-10-09;146.523;0.337735849056603;0;0.49
"30511";2018-10-09;147.033;0.371153846153842;0;0.46
"30512";2018-10-09;147.533;0.343529411764713;0;0.83
"30513";2018-10-09;147.787;0.483529411764708;0;0.77
"30514";2018-10-09;148.042;0.346470588235292;0;0.43
"30515";2018-10-09;148.307;0.34;0;0.68
"30516";2018-10-09;148.562;0.34;0;0.37
"30517";2018-10-09;148.817;0.325030674846626;0;0.46
"30518";2018-10-09;149.072;0.313272727272725;0;0.4
"30519";2018-10-09;149.327;0.396727272727275;0;0.4
"30520";2018-10-09;149.592;0.4;0;0.52
"30521";2018-10-09;149.847;0.3988679245283;0;0.52
"30522";2018-10-09;150.367;0.281176470588234;0;0.56
"30523";2018-10-09;150.857;0.281176470588234;0;0.49
"30524";2018-10-09;151.142;0.327596153846154;0;0.65
"30525";2018-10-09;151.642;0.34;0;0.49
"30526";2018-10-09;152.152;0.52;0;0.49
"30527";2018-10-09;152.407;0.504999999999999;0;0.59
"30528";2018-10-09;152.906;0.31776470588235;0;0.62
"30529";2018-10-09;153.172;0.62;0;0.49
"30530";2018-10-09;153.437;0.49;0;0.62
"30531";2018-10-09;153.692;0.46;0;0.46
"30532";2018-10-09;154.201;0.414729458917836;0;0.65
"30533";2018-10-09;154.722;0.52;0;0.46
"30534";2018-10-09;155.211;0.49;0;0.43
"30535";2018-10-09;155.476;0.34;0;0.59
"30536";2018-10-09;155.731;0.31;0;0.74
"30537";2018-10-09;156.241;0.515961538461542;0;0.62
"30538";2018-10-09;156.496;0.505588235294117;0;0.56
"30539";2018-10-09;156.751;0.490588235294117;0;0.49
"30540";2018-10-09;157.006;0.356363636363637;0;0.46
"30541";2018-10-09;157.281;0.37;0;0.71
"30542";2018-10-09;157.77;0.4;0;0.52
"30543";2018-10-09;158.025;0.4;0;0.43
"30544";2018-10-09;158.291;0.612028985507253;0;0.4
"30545";2018-10-09;158.556;0.528584905660369;0;0.52
"30546";2018-10-09;159.055;0.415970772442588;0;0.4
"30547";2018-10-09;159.331;0.392588235294122;0;0.52
"30548";2018-10-09;159.83;0.487647058823525;0;0.46
"30549";2018-10-09;160.095;0.421608391608387;0;0.59
"30550";2018-10-09;160.595;0.39440881763527;0;0.56
"30551";2018-10-09;160.86;0.173999999999998;0;0.52
"30552";2018-10-09;161.37;0.23385106382979;0;0.65
"30553";2018-10-09;161.635;0.352255319148933;0;0.62
"30554";2018-10-09;162.135;0.15599164926931;0;0.52
"30555";2018-10-09;162.4;0.194718162839249;0;0.37
"30556";2018-10-09;162.9;0.15364705882353;0;0.52
"30557";2018-10-09;163.155;0.168647058823529;0;0.49
"30558";2018-10-09;163.42;0.18;0;0.52
"30559";2018-10-09;163.919;0.175092024539875;0;0.37
"30560";2018-10-09;164.195;0.141226993865031;0;0.34
"30561";2018-10-09;164.45;0.181098039215683;0;0.37
"30562";2018-10-09;164.705;0.262290909090897;0;0.71
"30563";2018-10-09;164.959;0.15;0;0.43
"30564";2018-10-09;165.449;0.15;0;0.34
"30565";2018-10-09;165.724;0.153659999999999;0;0.34
"30566";2018-10-09;166.244;0.160941176470591;0;0.46
"30567";2018-10-09;166.734;0.121897959183674;0;0.34
"30568";2018-10-09;166.989;0.137510204081632;0;0.31
"30569";2018-10-09;167.254;0.143094339622644;0;0.34
"30570";2018-10-09;167.519;0.230909090909101;0;0.49
"30571";2018-10-09;168.019;0.357286012526087;0;0.37
"30572";2018-10-09;168.274;0.17270588235294;0;0.43
"30573";2018-10-09;168.539;0.133058823529418;0;0.37
"30574";2018-10-09;168.804;0.0996470588235288;0;0.56
"30575";2018-10-09;169.303;0.172961538461538;0;0.37
"30576";2018-10-09;169.569;0.142269230769232;0;0.56
"30577";2018-10-09;169.824;0.127440000000001;0;0.37
"30578";2018-10-09;170.078;0.15792;0;0.31
"30579";2018-10-09;170.344;0.160705882352942;0;0.34
"30580";2018-10-09;170.864;0.203098039215679;0;0.31
"30581";2018-10-09;171.363;0.140470588235295;0;0.37
"30582";2018-10-09;171.628;0.12;0;0.31
"30583";2018-10-09;172.118;0.218763636363643;0;0.49
"30584";2018-10-09;172.373;0.43266666666667;0;0.37
"30585";2018-10-09;172.638;0.256;0;0.43
"30586";2018-10-09;172.903;0.12351923076923;0;0.34
"30587";2018-10-09;173.158;0.138230769230768;0;0.4
"30588";2018-10-09;173.658;0.192372188139058;0;0.4
"30589";2018-10-09;173.913;0.204821092278717;0;0.34
"30590";2018-10-09;174.188;0.137495291902075;0;0.43
"30591";2018-10-09;174.677;0.107735470941883;0;0.43
"30592";2018-10-09;174.953;0.136941176470589;0;0.34
"30593";2018-10-09;175.452;0.155999999999999;0;0.56
"30594";2018-10-09;175.983;0.326816326530617;0;0.4
"30595";2018-10-09;176.462;0.226981132075479;0;0.37
"30596";2018-10-09;176.727;0.15;0;0.37
"30597";2018-10-09;176.982;0.163471698113205;0;0.43
"30598";2018-10-09;177.247;0.210192307692305;0;0.52
"30599";2018-10-09;177.757;0.09858;0;0.4
"30600";2018-10-09;178.012;0.11388;0;0.74
"30601";2018-10-09;178.511;0.0965882352941174;0;0.49
"30602";2018-10-09;178.777;0.112235294117647;0;0.4
"30603";2018-10-09;179.042;0.112019999999999;0;0.62
"30604";2018-10-09;179.531;0.09;0;0.68
"30605";2018-10-09;179.807;0.09;0;0.68
"30606";2018-10-09;180.061;0.10663043478261;0;0.43
"30607";2018-10-09;180.316;0.12;0;0.37
"30608";2018-10-09;180.836;0.12;0;0.37
"30609";2018-10-09;181.112;0.111226993865031;0;0.43
"30610";2018-10-09;181.581;0.103872180451127;0;0.43
"30611";2018-10-09;181.856;0.111901840490797;0;0.43
"30612";2018-10-09;182.376;0.107781818181819;0;0.46
"30613";2018-10-09;182.876;0.12;0;0.49
"30614";2018-10-09;183.396;0.09;0;0.52
"30615";2018-10-09;183.896;0.136075471698115;0;0.46
"30616";2018-10-09;184.151;0.113081632653061;0;0.71
"30617";2018-10-09;184.405;0.0975306122448977;0;0.49
"30618";2018-10-09;184.681;0.09;0;0.49
"30619";2018-10-09;185.201;0.113411764705883;0;0.49
"30620";2018-10-09;185.68;0.12;0;0.52
"30621";2018-10-09;185.966;0.111173076923076;0;0.43
"30622";2018-10-09;186.455;0.09;0;0.46
"30623";2018-10-09;186.741;0.09;0;0.46
"30624";2018-10-09;187.23;0.12;0;0.56
"30625";2018-10-09;187.76;0.111732776617954;0;0.77
"30626";2018-10-09;188.24;0.09;0;0.62
"30627";2018-10-09;188.525;0.09858;0;0.37
"30628";2018-10-09;189.004;0.105647058823531;0;0.52
"30629";2018-10-09;189.269;0.09;0;0.52
"30630";2018-10-09;189.535;0.09;0;0.46
"30631";2018-10-09;190.034;0.112469387755101;0;0.46
"30632";2018-10-09;190.289;0.12;0;0.43
"30633";2018-10-09;190.544;0.12;0;0.49
"30634";2018-10-09;190.809;0.106188679245284;0;0.37
"30635";2018-10-09;191.085;0.09;0;0.86
"30636";2018-10-09;191.574;0.09;0;0.43
"30637";2018-10-09;191.839;0.0973346693386766;0;0.49
"30638";2018-10-09;192.094;0.112665330661322;0;0.4
"30639";2018-10-09;192.594;0.12;0;0.4
"30640";2018-10-09;192.859;0.12;0;0.43
"30641";2018-10-09;193.114;0.12;0;0.37
"30642";2018-10-09;193.369;0.12;0;0.43
"30643";2018-10-09;193.624;0.105506756756756;0;0.4
"30644";2018-10-09;193.879;0.09;0;0.4
"30645";2018-10-09;194.134;0.102047244094486;0;0.52
"30646";2018-10-09;194.419;0.12;0;0.56
"30647";2018-10-09;194.919;0.101999999999997;0;0.68
"30648";2018-10-09;195.174;0.09;0;0.4
"30649";2018-10-09;195.439;0.109176470588234;0;0.46
"30650";2018-10-09;195.928;0.09;0;0.62
"30651";2018-10-09;196.448;0.12;0;0.4
"30652";2018-10-09;196.958;0.0967334669338675;0;0.37
"30653";2018-10-09;197.458;0.12;0;0.56
"30654";2018-10-09;197.733;0.12;0;0.49
"30655";2018-10-09;197.988;0.12;0;0.49
"30656";2018-10-09;198.263;0.12;0;0.52
"30657";2018-10-09;198.518;0.12;0;0.4
"30658";2018-10-09;198.998;0.0970000000000012;0;0.4
"30659";2018-10-09;199.253;0.105052631578945;0;0.34
"30660";2018-10-09;199.803;0.12;0;0.56
"30661";2018-10-09;200.282;0.102744360902255;0;0.4
"30662";2018-10-09;200.782;0.112326923076924;0;1.54
"30663";2018-10-09;201.047;0.12;0;0.34
"30664";2018-10-09;201.312;0.12;0;0.49
"30665";2018-10-09;201.812;0.12;0;0.37
"30666";2018-10-09;202.067;0.12;0;0.34
"30667";2018-10-09;202.322;0.12;0;0.34
"30668";2018-10-09;202.577;0.113867735470942;0;0.4
