"";"date";"profondeur";"Chl_a"
"15079";2017-10-24;25.014;1.7
"15080";2017-10-24;25.544;1.51
"15081";2017-10-24;26.064;1.45
"15082";2017-10-24;26.553;1.33
"15083";2017-10-24;27.084;1.42
"15084";2017-10-24;27.594;1.05
"15085";2017-10-24;27.848;1.17
"15086";2017-10-24;28.318;1.02
"15087";2017-10-24;28.583;1.05
"15088";2017-10-24;28.848;1.02
"15089";2017-10-24;29.113;1.02
"15090";2017-10-24;29.653;0.93
"15862";2017-11-21;0.163;0.99
"15863";2017-11-21;0.428;1.36
"15864";2017-11-21;0.693;1.39
"15865";2017-11-21;1.183;2.87
"15866";2017-11-21;1.458;3.58
"15867";2017-11-21;1.713;4.23
"15868";2017-11-21;2.203;3.77
"15869";2017-11-21;2.488;4.23
"15870";2017-11-21;2.978;4.38
"15871";2017-11-21;3.232;4.78
"15872";2017-11-21;3.487;6.17
"15873";2017-11-21;4.018;6.05
"15874";2017-11-21;4.517;6.14
"15875";2017-11-21;5.017;6.7
"15876";2017-11-21;5.282;5.96
"15877";2017-11-21;5.782;5.93
"15878";2017-11-21;6.037;6.17
"15879";2017-11-21;6.302;8.12
"15880";2017-11-21;6.567;6.67
"15881";2017-11-21;7.067;6.73
"15882";2017-11-21;7.322;5.99
"15883";2017-11-21;7.576;6.7
"15884";2017-11-21;7.831;6.42
"15885";2017-11-21;8.097;6.91
"15886";2017-11-21;8.351;5.71
"15887";2017-11-21;8.606;5.56
"15888";2017-11-21;8.861;5.83
"15889";2017-11-21;9.116;5.96
"15890";2017-11-21;9.371;5.68
"15891";2017-11-21;9.647;6.08
"15892";2017-11-21;9.901;5.83
"15893";2017-11-21;10.391;5.56
"15894";2017-11-21;10.666;5.25
"15895";2017-11-21;11.166;4.94
"15896";2017-11-21;11.431;4.48
"15897";2017-11-21;11.941;5.15
"15898";2017-11-21;12.451;5.31
"15899";2017-11-21;12.706;5.9
"15900";2017-11-21;13.195;7.16
"15901";2017-11-21;13.46;5.03
"15902";2017-11-21;13.991;6.54
"15903";2017-11-21;14.48;6.42
"15904";2017-11-21;14.745;7.66
"15905";2017-11-21;15.01;4.91
"15906";2017-11-21;15.5;6.48
"15907";2017-11-21;15.785;5.59
"15908";2017-11-21;16.275;5.37
"15909";2017-11-21;16.54;5.46
"15910";2017-11-21;17.05;5.37
"15911";2017-11-21;17.305;4.6
"15912";2017-11-21;17.825;4.82
"15913";2017-11-21;18.324;5.71
"15914";2017-11-21;18.579;5.56
"15915";2017-11-21;18.855;6.67
"15916";2017-11-21;19.354;4.63
"15917";2017-11-21;19.609;6.3
"15918";2017-11-21;20.129;5.93
"15919";2017-11-21;20.629;6.33
"15920";2017-11-21;21.139;5.9
"15921";2017-11-21;21.404;6.08
"15922";2017-11-21;21.669;5.65
"15923";2017-11-21;22.158;5.03
"15924";2017-11-21;22.413;5.25
"15925";2017-11-21;22.668;6.05
"15926";2017-11-21;22.923;6.51
"15927";2017-11-21;23.178;6.14
"15928";2017-11-21;23.443;6.7
"15929";2017-11-21;23.698;5.86
"15930";2017-11-21;24.198;6.17
"15931";2017-11-21;24.463;4.91
"15932";2017-11-21;24.718;6.05
"15933";2017-11-21;24.983;5
"15934";2017-11-21;25.483;5.49
"15935";2017-11-21;25.738;5.4
"15936";2017-11-21;26.003;6.88
"15937";2017-11-21;26.258;5.8
"15938";2017-11-21;26.757;6.82
"15939";2017-11-21;27.022;6.08
"15940";2017-11-21;27.277;6.85
"15941";2017-11-21;27.532;6.17
"15942";2017-11-21;27.808;6.24
"15943";2017-11-21;28.297;5.46
"15944";2017-11-21;28.552;5.22
"15945";2017-11-21;28.817;5.46
"15946";2017-11-21;29.317;5.9
"15947";2017-11-21;29.592;5.12
"16722";2017-12-21;0.265;0.93
"16723";2017-12-21;0.52;0.89
"16724";2017-12-21;0.775;0.93
"16725";2017-12-21;1.04;0.96
"16726";2017-12-21;1.295;1.11
"16727";2017-12-21;1.795;1.02
"16728";2017-12-21;2.06;1.11
"16729";2017-12-21;2.325;1.17
"16730";2017-12-21;2.58;1.08
"16731";2017-12-21;3.069;1.23
"16732";2017-12-21;3.334;1.23
"16733";2017-12-21;3.589;1.3
"16734";2017-12-21;3.865;1.36
"16735";2017-12-21;4.385;1.54
"16736";2017-12-21;4.864;1.73
"16737";2017-12-21;5.119;1.79
"16738";2017-12-21;5.384;1.98
"16739";2017-12-21;5.904;1.91
"16740";2017-12-21;6.414;2.16
"16741";2017-12-21;6.669;2.22
"16742";2017-12-21;6.924;2.41
"16743";2017-12-21;7.189;2.35
"16744";2017-12-21;7.699;2.5
"16745";2017-12-21;8.188;2.47
"16746";2017-12-21;8.453;2.69
"16747";2017-12-21;8.963;2.9
"16748";2017-12-21;9.473;2.41
"16749";2017-12-21;9.789;2.96
"16750";2017-12-21;10.238;2.65
"16751";2017-12-21;10.523;2.28
"16752";2017-12-21;11.013;3.12
"16753";2017-12-21;11.533;2.56
"16754";2017-12-21;11.788;2.9
"16755";2017-12-21;12.043;2.93
"16756";2017-12-21;12.328;2.47
"16757";2017-12-21;12.797;3.64
"16758";2017-12-21;13.317;2.81
"16759";2017-12-21;13.613;3.4
"16760";2017-12-21;14.072;2.41
"16761";2017-12-21;14.327;2.81
"16762";2017-12-21;14.592;3.8
"16763";2017-12-21;14.847;3.7
"16764";2017-12-21;15.357;3.3
"16765";2017-12-21;15.622;3.02
"16766";2017-12-21;15.887;2.93
"16767";2017-12-21;16.387;2.93
"16768";2017-12-21;16.907;3.09
"16769";2017-12-21;17.407;3.12
"16770";2017-12-21;17.916;3.33
"16771";2017-12-21;18.171;2.9
"16772";2017-12-21;18.426;3.27
"16773";2017-12-21;18.936;3.18
"16774";2017-12-21;19.191;3.3
"16775";2017-12-21;19.477;3.33
"16776";2017-12-21;19.956;3.64
"16777";2017-12-21;20.231;3.18
"16778";2017-12-21;20.486;3.58
"16779";2017-12-21;20.996;2.96
"16780";2017-12-21;21.496;3.24
"16781";2017-12-21;21.751;3.7
"16782";2017-12-21;22.005;3.36
"16783";2017-12-21;22.26;3.21
"16784";2017-12-21;22.536;4.94
"16785";2017-12-21;23.046;5.37
"16786";2017-12-21;23.535;4.32
"16787";2017-12-21;23.79;3.67
"16788";2017-12-21;24.065;3.52
"16789";2017-12-21;24.565;2.93
"16790";2017-12-21;24.82;3.33
"16791";2017-12-21;25.095;3.12
"16792";2017-12-21;25.595;3.55
"16793";2017-12-21;25.85;4.2
"16794";2017-12-21;26.349;5.49
"16795";2017-12-21;26.604;3.52
"16796";2017-12-21;26.87;3.7
"16797";2017-12-21;27.124;3.95
"16798";2017-12-21;27.39;4.11
"16799";2017-12-21;27.899;3.89
"16800";2017-12-21;28.154;3.3
"16801";2017-12-21;28.664;3.12
"16802";2017-12-21;28.919;5.74
"16803";2017-12-21;29.174;4.07
"16804";2017-12-21;29.439;4.32
"16805";2017-12-21;29.939;3.43
"17562";2018-01-23;0.122;0.59
"17563";2018-01-23;0.632;0.46
"17564";2018-01-23;1.122;0.52
"17565";2018-01-23;1.377;0.49
"17566";2018-01-23;1.632;0.8
"17567";2018-01-23;1.897;0.77
"17568";2018-01-23;2.396;0.89
"17569";2018-01-23;2.672;0.83
"17570";2018-01-23;2.947;0.89
"17571";2018-01-23;3.436;0.83
"17572";2018-01-23;3.956;0.89
"17573";2018-01-23;4.446;1.17
"17574";2018-01-23;4.701;1.02
"17575";2018-01-23;4.956;1.02
"17576";2018-01-23;5.211;1.17
"17577";2018-01-23;5.486;1.2
"17578";2018-01-23;5.741;1.51
"17579";2018-01-23;5.996;1.17
"17580";2018-01-23;6.485;1.2
"17581";2018-01-23;6.74;1.79
"17582";2018-01-23;7.016;1.3
"17583";2018-01-23;7.271;1.54
"17584";2018-01-23;7.77;2.13
"17585";2018-01-23;8.046;1.76
"17586";2018-01-23;8.545;1.94
"17587";2018-01-23;9.045;1.91
"17588";2018-01-23;9.3;2.07
"17589";2018-01-23;9.585;2.31
"17590";2018-01-23;10.085;2.65
"17591";2018-01-23;10.585;2.31
"17592";2018-01-23;10.84;2.59
"17593";2018-01-23;11.095;3.4
"17594";2018-01-23;11.349;2.65
"17595";2018-01-23;11.604;2.62
"17596";2018-01-23;11.869;2.38
"17597";2018-01-23;12.124;2.59
"17598";2018-01-23;12.379;2.28
"17599";2018-01-23;12.634;3.33
"17600";2018-01-23;12.889;3.4
"17601";2018-01-23;13.399;2.84
"17602";2018-01-23;13.654;2.59
"17603";2018-01-23;13.909;2.62
"17604";2018-01-23;14.184;3.49
"17605";2018-01-23;14.674;2.72
"17606";2018-01-23;14.929;3.18
"17607";2018-01-23;15.194;3.64
"17608";2018-01-23;15.724;2.65
"17609";2018-01-23;16.224;2.65
"17610";2018-01-23;16.713;2.47
"17611";2018-01-23;17.009;2.75
"17612";2018-01-23;17.509;3.21
"17613";2018-01-23;17.763;2.72
"17614";2018-01-23;18.253;2.96
"17615";2018-01-23;18.528;3.15
"17616";2018-01-23;19.028;2.59
"17617";2018-01-23;19.293;2.53
"17618";2018-01-23;19.548;2.72
"17619";2018-01-23;20.058;3.15
"17620";2018-01-23;20.568;2.31
"17621";2018-01-23;21.088;3.36
"17622";2018-01-23;21.343;3.55
"17623";2018-01-23;21.832;2.69
"17624";2018-01-23;22.097;2.78
"17625";2018-01-23;22.352;3.21
"17626";2018-01-23;22.607;2.59
"17627";2018-01-23;22.862;3.15
"17628";2018-01-23;23.117;2.38
"17629";2018-01-23;23.372;2.22
"17630";2018-01-23;23.637;4.41
"17631";2018-01-23;23.902;2.81
"17632";2018-01-23;24.392;3.58
"17633";2018-01-23;24.657;2.72
"17634";2018-01-23;24.912;2.19
"17635";2018-01-23;25.432;2.04
"17636";2018-01-23;25.931;2.28
"17637";2018-01-23;26.197;2.5
"17638";2018-01-23;26.451;2.44
"17639";2018-01-23;26.706;2.47
"17640";2018-01-23;27.216;2.07
"17641";2018-01-23;27.481;2.38
"17642";2018-01-23;27.991;2.93
"17643";2018-01-23;28.501;2.69
"17644";2018-01-23;29.011;3.12
"17645";2018-01-23;29.266;2.38
"17646";2018-01-23;29.541;2.81
"18401";2018-02-14;0.092;0.4
"18402";2018-02-14;0.449;0.4
"18403";2018-02-14;0.704;0.34
"18404";2018-02-14;0.959;0.43
"18405";2018-02-14;1.468;0.43
"18406";2018-02-14;1.744;0.49
"18407";2018-02-14;2.243;0.77
"18408";2018-02-14;2.519;0.86
"18409";2018-02-14;3.039;0.8
"18410";2018-02-14;3.528;1.05
"18411";2018-02-14;4.018;0.93
"18412";2018-02-14;4.293;0.86
"18413";2018-02-14;4.782;1.02
"18414";2018-02-14;5.058;1.05
"18415";2018-02-14;5.568;1.17
"18416";2018-02-14;6.067;0.99
"18417";2018-02-14;6.322;1.11
"18418";2018-02-14;6.608;1.3
"18419";2018-02-14;7.087;1.27
"18420";2018-02-14;7.352;1.17
"18421";2018-02-14;7.617;1.36
"18422";2018-02-14;8.127;1.82
"18423";2018-02-14;8.627;1.57
"18424";2018-02-14;8.892;1.64
"18425";2018-02-14;9.157;1.79
"18426";2018-02-14;9.412;2.13
"18427";2018-02-14;9.912;2.1
"18428";2018-02-14;10.177;2.01
"18429";2018-02-14;10.432;2.22
"18430";2018-02-14;10.697;1.91
"18431";2018-02-14;11.186;2.22
"18432";2018-02-14;11.451;2.47
"18433";2018-02-14;11.951;2.35
"18434";2018-02-14;12.206;2.59
"18435";2018-02-14;12.461;2.41
"18436";2018-02-14;12.726;3.95
"18437";2018-02-14;12.981;2.19
"18438";2018-02-14;13.481;2.78
"18439";2018-02-14;13.746;2.53
"18440";2018-02-14;14.001;2.31
"18441";2018-02-14;14.286;2.56
"18442";2018-02-14;14.765;2.01
"18443";2018-02-14;15.051;2.35
"18444";2018-02-14;15.54;2.22
"18445";2018-02-14;15.795;2.96
"18446";2018-02-14;16.05;2.28
"18447";2018-02-14;16.56;2.1
"18448";2018-02-14;16.815;2.16
"18449";2018-02-14;17.07;2.16
"18450";2018-02-14;17.335;2.84
"18451";2018-02-14;17.59;2.16
"18452";2018-02-14;18.1;2.16
"18453";2018-02-14;18.355;2.5
"18454";2018-02-14;18.61;2.41
"18455";2018-02-14;18.865;2.1
"18456";2018-02-14;19.12;2.87
"18457";2018-02-14;19.65;2.41
"18458";2018-02-14;20.139;2.13
"18459";2018-02-14;20.394;2.38
"18460";2018-02-14;20.649;2.16
"18461";2018-02-14;20.914;2.44
"18462";2018-02-14;21.414;2.81
"18463";2018-02-14;21.689;2.5
"18464";2018-02-14;22.199;2.1
"18465";2018-02-14;22.699;2.38
"18466";2018-02-14;22.954;2.28
"18467";2018-02-14;23.219;2.72
"18468";2018-02-14;23.719;2.13
"18469";2018-02-14;23.984;2.81
"18470";2018-02-14;24.239;2.13
"18471";2018-02-14;24.494;2.59
"18472";2018-02-14;24.749;2.38
"18473";2018-02-14;25.279;2.53
"18474";2018-02-14;25.758;2.25
"18475";2018-02-14;26.023;2.62
"18476";2018-02-14;26.288;2.25
"18477";2018-02-14;26.543;2.16
"18478";2018-02-14;27.043;3.21
"18479";2018-02-14;27.328;2.78
"18480";2018-02-14;27.594;2.35
"18481";2018-02-14;28.073;2.1
"18482";2018-02-14;28.379;2.47
"18483";2018-02-14;28.838;2.41
"18484";2018-02-14;29.103;2.04
"18485";2018-02-14;29.623;2.56
"18486";2018-02-14;29.918;2.69
"19240";2018-03-06;0.122;0.25
"19241";2018-03-06;0.622;0.43
"19242";2018-03-06;0.877;0.56
"19243";2018-03-06;1.152;0.93
"19244";2018-03-06;1.662;0.96
"19245";2018-03-06;2.152;0.93
"19246";2018-03-06;2.417;1.05
"19247";2018-03-06;2.937;1.05
"19248";2018-03-06;3.232;1.2
"19249";2018-03-06;3.691;1.27
"19250";2018-03-06;3.967;1.14
"19251";2018-03-06;4.222;1.45
"19252";2018-03-06;4.711;1.23
"19253";2018-03-06;4.966;1.57
"19254";2018-03-06;5.241;1.3
"19255";2018-03-06;5.751;1.54
"19256";2018-03-06;6.261;1.3
"19257";2018-03-06;6.771;1.33
"19258";2018-03-06;7.026;1.42
"19259";2018-03-06;7.291;1.3
"19260";2018-03-06;7.78;1.82
"19261";2018-03-06;8.035;2.16
"19262";2018-03-06;8.311;1.54
"19263";2018-03-06;8.81;1.27
"19264";2018-03-06;9.32;1.73
"19265";2018-03-06;9.575;1.85
"19266";2018-03-06;9.84;1.33
"19267";2018-03-06;10.105;1.64
"19268";2018-03-06;10.36;1.82
"19269";2018-03-06;10.615;1.94
"19270";2018-03-06;11.105;1.57
"19271";2018-03-06;11.37;2.59
"19272";2018-03-06;11.625;1.57
"19273";2018-03-06;11.89;2.1
"19274";2018-03-06;12.379;2.13
"19275";2018-03-06;12.644;1.82
"19276";2018-03-06;13.154;1.64
"19277";2018-03-06;13.409;1.7
"19278";2018-03-06;13.664;1.54
"19279";2018-03-06;13.919;2.01
"19280";2018-03-06;14.174;2.13
"19281";2018-03-06;14.429;1.45
"19282";2018-03-06;14.694;1.54
"19283";2018-03-06;14.949;1.36
"19284";2018-03-06;15.204;1.48
"19285";2018-03-06;15.724;1.39
"19286";2018-03-06;16.234;1.64
"19287";2018-03-06;16.744;1.85
"19288";2018-03-06;17.264;1.51
"19289";2018-03-06;17.774;1.17
"19290";2018-03-06;18.029;1.64
"19291";2018-03-06;18.284;1.7
"19292";2018-03-06;18.783;1.54
"19293";2018-03-06;19.038;2.13
"19294";2018-03-06;19.313;1.51
"19295";2018-03-06;19.833;1.57
"19296";2018-03-06;20.323;1.73
"19297";2018-03-06;20.833;2.04
"19298";2018-03-06;21.343;2.16
"19299";2018-03-06;21.598;1.57
"19300";2018-03-06;21.853;1.11
"19301";2018-03-06;22.107;1.17
"19302";2018-03-06;22.373;1.36
"19303";2018-03-06;22.627;1.88
"19304";2018-03-06;22.893;1.76
"19305";2018-03-06;23.392;1.42
"19306";2018-03-06;23.657;1.39
"19307";2018-03-06;24.157;1.36
"19308";2018-03-06;24.412;1.88
"19309";2018-03-06;24.667;1.79
"19310";2018-03-06;25.197;1.33
"19311";2018-03-06;25.707;1.91
"19312";2018-03-06;26.197;3.02
"19313";2018-03-06;26.462;2.53
"19314";2018-03-06;26.717;1.57
"19315";2018-03-06;26.992;1.48
"19316";2018-03-06;27.481;1.48
"19317";2018-03-06;27.746;2.87
"19318";2018-03-06;28.267;1.82
"19319";2018-03-06;28.766;2.07
"19320";2018-03-06;29.286;1.2
"19321";2018-03-06;29.796;1.76
"20072";2018-03-26;0.163;0.56
"20073";2018-03-26;0.479;0.52
"20074";2018-03-26;0.744;0.65
"20075";2018-03-26;1.234;0.65
"20076";2018-03-26;1.519;0.74
"20077";2018-03-26;2.009;0.83
"20078";2018-03-26;2.264;0.86
"20079";2018-03-26;2.529;0.93
"20080";2018-03-26;2.784;0.96
"20081";2018-03-26;3.039;0.96
"20082";2018-03-26;3.294;0.99
"20083";2018-03-26;3.559;1.02
"20084";2018-03-26;4.058;1.11
"20085";2018-03-26;4.313;1.08
"20086";2018-03-26;4.568;1.14
"20087";2018-03-26;4.833;1.08
"20088";2018-03-26;5.343;1.08
"20089";2018-03-26;5.853;1.11
"20090";2018-03-26;6.108;1.3
"20091";2018-03-26;6.618;1.23
"20092";2018-03-26;7.138;1.36
"20093";2018-03-26;7.393;1.36
"20094";2018-03-26;7.668;1.7
"20095";2018-03-26;8.178;1.67
"20096";2018-03-26;8.668;1.73
"20097";2018-03-26;9.177;1.82
"20098";2018-03-26;9.687;2.16
"20099";2018-03-26;9.942;2.13
"20100";2018-03-26;10.197;2.38
"20101";2018-03-26;10.452;2.13
"20102";2018-03-26;10.707;2.25
"20103";2018-03-26;10.982;2.31
"20104";2018-03-26;11.472;2.28
"20105";2018-03-26;11.747;2.38
"20106";2018-03-26;12.002;2.56
"20107";2018-03-26;12.257;2.69
"20108";2018-03-26;12.746;2.44
"20109";2018-03-26;13.012;3.12
"20110";2018-03-26;13.267;2.38
"20111";2018-03-26;13.521;2.44
"20112";2018-03-26;13.776;2.59
"20113";2018-03-26;14.031;2.5
"20114";2018-03-26;14.307;2.35
"20115";2018-03-26;14.796;2.22
"20116";2018-03-26;15.051;2.56
"20117";2018-03-26;15.316;2.59
"20118";2018-03-26;15.581;2.38
"20119";2018-03-26;16.091;2.65
"20120";2018-03-26;16.601;2.47
"20121";2018-03-26;17.121;2.5
"20122";2018-03-26;17.631;2.44
"20123";2018-03-26;18.131;2.35
"20124";2018-03-26;18.385;2.5
"20125";2018-03-26;18.64;2.47
"20126";2018-03-26;19.15;2.72
"20127";2018-03-26;19.415;2.93
"20128";2018-03-26;19.925;2.81
"20129";2018-03-26;20.18;2.69
"20130";2018-03-26;20.69;2.59
"20131";2018-03-26;21.2;2.69
"20132";2018-03-26;21.455;3.06
"20133";2018-03-26;21.72;2.5
"20134";2018-03-26;22.22;2.69
"20135";2018-03-26;22.485;2.5
"20136";2018-03-26;22.995;2.53
"20137";2018-03-26;23.494;2.35
"20138";2018-03-26;23.749;2.59
"20139";2018-03-26;24.004;2.72
"20140";2018-03-26;24.259;2.53
"20141";2018-03-26;24.524;2.53
"20142";2018-03-26;25.034;2.25
"20143";2018-03-26;25.289;2.56
"20144";2018-03-26;25.544;2.28
"20145";2018-03-26;25.809;2.31
"20146";2018-03-26;26.064;2.31
"20147";2018-03-26;26.574;2.41
"20148";2018-03-26;26.829;2.22
"20149";2018-03-26;27.094;2.35
"20150";2018-03-26;27.594;2.47
"20151";2018-03-26;27.848;2.5
"20152";2018-03-26;28.103;2.13
"20153";2018-03-26;28.368;1.98
"20154";2018-03-26;28.878;2.31
"20155";2018-03-26;29.133;2.31
"20156";2018-03-26;29.643;2.22
"20908";2018-04-09;0.112;1.6
"20909";2018-04-09;0.591;1.57
"20910";2018-04-09;1.091;1.73
"20911";2018-04-09;1.611;6.2
"20912";2018-04-09;2.111;8.77
"20913";2018-04-09;2.376;12.35
"20914";2018-04-09;2.876;10.99
"20915";2018-04-09;3.141;10.31
"20916";2018-04-09;3.651;9.29
"20917";2018-04-09;4.16;9.85
"20918";2018-04-09;4.67;10.34
"20919";2018-04-09;5.18;10.43
"20920";2018-04-09;5.435;10.46
"20921";2018-04-09;5.7;10.59
"20922";2018-04-09;6.2;10.99
"20923";2018-04-09;6.465;11.08
"20924";2018-04-09;6.985;10.5
"20925";2018-04-09;7.24;11.27
"20926";2018-04-09;7.74;11.67
"20927";2018-04-09;8.26;11.73
"20928";2018-04-09;8.759;11.39
"20929";2018-04-09;9.024;11.11
"20930";2018-04-09;9.279;11.61
"20931";2018-04-09;9.789;10.9
"20932";2018-04-09;10.054;10.25
"20933";2018-04-09;10.309;10.16
"20934";2018-04-09;10.564;9.08
"20935";2018-04-09;10.819;9.14
"20936";2018-04-09;11.074;9.51
"20937";2018-04-09;11.594;8.33
"20938";2018-04-09;12.084;7.41
"20939";2018-04-09;12.339;8.09
"20940";2018-04-09;12.604;7.93
"20941";2018-04-09;12.859;6.82
"20942";2018-04-09;13.358;7.75
"20943";2018-04-09;13.623;8.03
"20944";2018-04-09;14.154;7.16
"20945";2018-04-09;14.664;7.35
"20946";2018-04-09;15.163;7.47
"20947";2018-04-09;15.673;6.79
"20948";2018-04-09;15.928;6.64
"20949";2018-04-09;16.193;7.22
"20950";2018-04-09;16.703;6.51
"20951";2018-04-09;17.203;6.17
"20952";2018-04-09;17.458;6.51
"20953";2018-04-09;17.723;5.8
"20954";2018-04-09;18.222;5.31
"20955";2018-04-09;18.498;6.42
"20956";2018-04-09;18.997;5.59
"20957";2018-04-09;19.262;5.53
"20958";2018-04-09;19.762;5.4
"20959";2018-04-09;20.017;5.53
"20960";2018-04-09;20.272;5.62
"20961";2018-04-09;20.527;5.74
"20962";2018-04-09;20.792;5.34
"20963";2018-04-09;21.322;5.83
"20964";2018-04-09;21.812;4.88
"20965";2018-04-09;22.332;4.69
"20966";2018-04-09;22.587;4.97
"20967";2018-04-09;23.086;3.98
"20968";2018-04-09;23.606;3.09
"20969";2018-04-09;23.861;3.77
"20970";2018-04-09;24.116;3.3
"20971";2018-04-09;24.371;2.96
"20972";2018-04-09;24.881;2.9
"20973";2018-04-09;25.136;3.06
"20974";2018-04-09;25.656;2.62
"20975";2018-04-09;26.156;2.96
"20976";2018-04-09;26.411;3.02
"20977";2018-04-09;26.666;3.21
"20978";2018-04-09;26.921;3.15
"20979";2018-04-09;27.175;3.18
"20980";2018-04-09;27.441;2.62
"20981";2018-04-09;27.695;3.33
"20982";2018-04-09;27.95;2.65
"20983";2018-04-09;28.216;2.25
"20984";2018-04-09;28.715;2.25
"20985";2018-04-09;28.98;2.01
"20986";2018-04-09;29.48;1.98
"20987";2018-04-09;29.735;2.38
"20988";2018-04-09;29.99;3.33
"21749";2018-04-23;0.184;1.48
"21750";2018-04-23;0.5;2.41
"21751";2018-04-23;0.775;2.9
"21752";2018-04-23;1.275;4.26
"21753";2018-04-23;1.53;4.91
"21754";2018-04-23;2.039;8.4
"21755";2018-04-23;2.549;7.84
"21756";2018-04-23;3.049;6.36
"21757";2018-04-23;3.304;7.16
"21758";2018-04-23;3.559;8.27
"21759";2018-04-23;3.834;8.03
"21760";2018-04-23;4.089;7.87
"21761";2018-04-23;4.344;8.37
"21762";2018-04-23;4.844;8.27
"21763";2018-04-23;5.109;8.4
"21764";2018-04-23;5.364;8.49
"21765";2018-04-23;5.863;8.27
"21766";2018-04-23;6.118;7.19
"21767";2018-04-23;6.373;8.95
"21768";2018-04-23;6.638;9.08
"21769";2018-04-23;6.893;8.86
"21770";2018-04-23;7.158;10.56
"21771";2018-04-23;7.668;11.3
"21772";2018-04-23;7.923;11.82
"21773";2018-04-23;8.178;14.45
"21774";2018-04-23;8.688;16.14
"21775";2018-04-23;9.198;12.9
"21776";2018-04-23;9.483;12.66
"21777";2018-04-23;9.983;10.22
"21778";2018-04-23;10.238;10.65
"21779";2018-04-23;10.727;9.63
"21780";2018-04-23;10.993;9.08
"21781";2018-04-23;11.492;9.38
"21782";2018-04-23;11.747;10.99
"21783";2018-04-23;12.012;10.25
"21784";2018-04-23;12.267;10.65
"21785";2018-04-23;12.532;9.54
"21786";2018-04-23;13.042;10.37
"21787";2018-04-23;13.297;11.11
"21788";2018-04-23;13.787;8.18
"21789";2018-04-23;14.062;7.75
"21790";2018-04-23;14.562;7.62
"21791";2018-04-23;14.827;8.15
"21792";2018-04-23;15.082;8.92
"21793";2018-04-23;15.337;8.49
"21794";2018-04-23;15.836;9.69
"21795";2018-04-23;16.101;9.57
"21796";2018-04-23;16.356;7.22
"21797";2018-04-23;16.611;7.41
"21798";2018-04-23;16.886;7.32
"21799";2018-04-23;17.141;7.38
"21800";2018-04-23;17.641;6.95
"21801";2018-04-23;17.906;6.3
"21802";2018-04-23;18.396;6.82
"21803";2018-04-23;18.661;6.61
"21804";2018-04-23;18.936;7.38
"21805";2018-04-23;19.415;6.24
"21806";2018-04-23;19.691;6.61
"21807";2018-04-23;19.946;6.64
"21808";2018-04-23;20.445;5.53
"21809";2018-04-23;20.721;6.05
"21810";2018-04-23;21.22;5.22
"21811";2018-04-23;21.475;5.62
"21812";2018-04-23;21.73;5.65
"21813";2018-04-23;22.24;6.05
"21814";2018-04-23;22.505;5.09
"21815";2018-04-23;23.005;5.4
"21816";2018-04-23;23.29;7.44
"21817";2018-04-23;23.77;6.17
"21818";2018-04-23;24.045;4.23
"21819";2018-04-23;24.545;3.92
"21820";2018-04-23;25.054;4.38
"21821";2018-04-23;25.309;3.95
"21822";2018-04-23;25.564;5.12
"21823";2018-04-23;25.819;4.72
"21824";2018-04-23;26.084;7.38
"21825";2018-04-23;26.584;4.44
"21826";2018-04-23;26.839;3.98
"21827";2018-04-23;27.094;6.14
"21828";2018-04-23;27.349;5.46
"21829";2018-04-23;27.614;4.6
"21830";2018-04-23;27.869;4.97
"21831";2018-04-23;28.124;3.83
"21832";2018-04-23;28.379;3.18
"21833";2018-04-23;28.644;3.7
"21834";2018-04-23;28.899;3.06
"21835";2018-04-23;29.398;3.46
"21836";2018-04-23;29.664;3.06
"21837";2018-04-23;29.929;3.02
"22605";2018-05-15;0.194;2.44
"22606";2018-05-15;0.52;3.02
"22607";2018-05-15;0.775;2.93
"22608";2018-05-15;1.285;3.3
"22609";2018-05-15;1.54;4.35
"22610";2018-05-15;2.05;5.71
"22611";2018-05-15;2.58;8.46
"22612";2018-05-15;3.08;10.16
"22613";2018-05-15;3.579;11.08
"22614";2018-05-15;3.865;10.25
"22615";2018-05-15;4.354;12.19
"22616";2018-05-15;4.609;12.41
"22617";2018-05-15;5.139;12.5
"22618";2018-05-15;5.649;13.03
"22619";2018-05-15;6.149;11.98
"22620";2018-05-15;6.649;12.1
"22621";2018-05-15;6.903;12.22
"22622";2018-05-15;7.189;12.75
"22623";2018-05-15;7.678;13.27
"22624";2018-05-15;8.188;13.71
"22625";2018-05-15;8.443;12.96
"22626";2018-05-15;8.698;13.37
"22627";2018-05-15;8.963;12.96
"22628";2018-05-15;9.218;13.89
"22629";2018-05-15;9.728;14.2
"22630";2018-05-15;10.238;13.74
"22631";2018-05-15;10.503;14.29
"22632";2018-05-15;10.758;14.85
"22633";2018-05-15;11.278;14.79
"22634";2018-05-15;11.788;15.46
"22635";2018-05-15;12.267;15.37
"22636";2018-05-15;12.553;16.08
"22637";2018-05-15;13.042;15.43
"22638";2018-05-15;13.297;14.97
"22639";2018-05-15;13.562;15.03
"22640";2018-05-15;14.072;13.09
"22641";2018-05-15;14.592;13.03
"22642";2018-05-15;15.092;12.07
"22643";2018-05-15;15.347;12.47
"22644";2018-05-15;15.612;12.16
"22645";2018-05-15;16.112;12.66
"22646";2018-05-15;16.366;12.81
"22647";2018-05-15;16.632;12.56
"22648";2018-05-15;16.886;12.66
"22649";2018-05-15;17.162;11.76
